12/10/2021-13:08:45.561960  [**] [1:2101620:7] GPL POLICY TRAFFIC Non-Standard IP protocol [**] [Classification: Detection of a non-standard protocol or event] [Priority: 2] {IPv6-ICMP} fe80:0000:0000:0000:f8f9:36ff:fe3e:0404:133 -> ff02:0000:0000:0000:0000:0000:0000:0002:0
12/10/2021-13:52:17.031796  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49754 -> 10.0.2.20:80
12/10/2021-13:52:29.081112  [**] [1:2017442:4] ET WEB_SERVER PHP ENV SuperGlobal in URI [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:49818 -> 10.0.2.20:80
12/10/2021-13:52:58.783312  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49978 -> 10.0.2.20:80
12/10/2021-13:52:26.268865  [**] [1:2017442:4] ET WEB_SERVER PHP ENV SuperGlobal in URI [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:49800 -> 10.0.2.20:80
12/10/2021-13:53:03.198492  [**] [1:2027265:4] ET INFO Dotted Quad Host PDF Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:50000 -> 10.0.2.20:80
12/10/2021-13:52:26.670005  [**] [1:2017442:4] ET WEB_SERVER PHP ENV SuperGlobal in URI [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:49802 -> 10.0.2.20:80
12/10/2021-13:52:34.301394  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49846 -> 10.0.2.20:80
12/10/2021-13:53:04.402510  [**] [1:2027265:4] ET INFO Dotted Quad Host PDF Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:50006 -> 10.0.2.20:80
12/10/2021-13:52:27.475327  [**] [1:2017442:4] ET WEB_SERVER PHP ENV SuperGlobal in URI [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:49806 -> 10.0.2.20:80
12/10/2021-13:52:28.278541  [**] [1:2017442:4] ET WEB_SERVER PHP ENV SuperGlobal in URI [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:49814 -> 10.0.2.20:80
12/10/2021-13:52:30.284765  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49826 -> 10.0.2.20:80
12/10/2021-13:52:38.716787  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49872 -> 10.0.2.20:80
12/10/2021-13:52:38.716787  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49872 -> 10.0.2.20:80
12/10/2021-13:52:30.685945  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49828 -> 10.0.2.20:80
12/10/2021-13:52:39.520030  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49876 -> 10.0.2.20:80
12/10/2021-13:52:35.505211  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49854 -> 10.0.2.20:80
12/10/2021-13:52:37.914599  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49868 -> 10.0.2.20:80
12/10/2021-13:53:22.869849  [**] [1:2027265:4] ET INFO Dotted Quad Host PDF Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:50104 -> 10.0.2.20:80
12/10/2021-13:52:45.539520  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49908 -> 10.0.2.20:80
12/10/2021-13:52:45.940635  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49910 -> 10.0.2.20:80
12/10/2021-13:52:54.770279  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49956 -> 10.0.2.20:80
12/10/2021-13:52:54.770279  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49956 -> 10.0.2.20:80
12/10/2021-13:53:01.191013  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49990 -> 10.0.2.20:80
12/10/2021-13:53:01.191013  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49990 -> 10.0.2.20:80
12/10/2021-13:53:01.191013  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:49990 -> 10.0.2.20:80
12/10/2021-13:53:01.191013  [**] [1:2101013:12] GPL EXPLOIT fpcount access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:49990 -> 10.0.2.20:80
12/10/2021-13:53:01.191013  [**] [1:2101288:12] GPL WEB_SERVER /_vti_bin/ access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:49990 -> 10.0.2.20:80
12/10/2021-13:53:33.710630  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50160 -> 10.0.2.20:80
12/10/2021-13:52:56.374903  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49964 -> 10.0.2.20:80
12/10/2021-13:53:04.001129  [**] [1:2027265:4] ET INFO Dotted Quad Host PDF Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:50004 -> 10.0.2.20:80
12/10/2021-13:53:48.159345  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50240 -> 10.0.2.20:80
12/10/2021-13:53:48.560469  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50242 -> 10.0.2.20:80
12/10/2021-13:53:17.650964  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50078 -> 10.0.2.20:80
12/10/2021-13:53:24.877237  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50114 -> 10.0.2.20:80
12/10/2021-13:53:03.599612  [**] [1:2027265:4] ET INFO Dotted Quad Host PDF Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:50002 -> 10.0.2.20:80
12/10/2021-13:53:05.206084  [**] [1:2027265:4] ET INFO Dotted Quad Host PDF Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:50010 -> 10.0.2.20:80
12/10/2021-13:53:34.111782  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50164 -> 10.0.2.20:80
12/10/2021-13:53:58.199293  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50294 -> 10.0.2.20:80
12/10/2021-13:53:58.600746  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50296 -> 10.0.2.20:80
12/10/2021-13:54:05.424772  [**] [1:2027263:4] ET INFO Dotted Quad Host GZ Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:50334 -> 10.0.2.20:80
12/10/2021-13:54:06.629455  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50340 -> 10.0.2.20:80
12/10/2021-13:53:14.841196  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:50062 -> 10.0.2.20:80
12/10/2021-13:53:14.841196  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:50062 -> 10.0.2.20:80
12/10/2021-13:53:14.841196  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:50062 -> 10.0.2.20:80
12/10/2021-13:54:17.470084  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:50394 -> 10.0.2.20:80
12/10/2021-13:54:17.470084  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:50394 -> 10.0.2.20:80
12/10/2021-13:54:17.470084  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:50394 -> 10.0.2.20:80
12/10/2021-13:54:17.470084  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50394 -> 10.0.2.20:80
12/10/2021-13:53:48.963947  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50246 -> 10.0.2.20:80
12/10/2021-13:54:19.074391  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50402 -> 10.0.2.20:80
12/10/2021-13:54:19.074391  [**] [1:2101129:9] GPL WEB_SERVER .htaccess access [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50402 -> 10.0.2.20:80
12/10/2021-13:54:25.498940  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50434 -> 10.0.2.20:80
12/10/2021-13:53:20.461209  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:50092 -> 10.0.2.20:80
12/10/2021-13:53:21.666360  [**] [1:2027265:4] ET INFO Dotted Quad Host PDF Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:50098 -> 10.0.2.20:80
12/10/2021-13:53:59.002199  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50298 -> 10.0.2.20:80
12/10/2021-13:54:00.608106  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:50306 -> 10.0.2.20:80
12/10/2021-13:54:00.608106  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:50306 -> 10.0.2.20:80
12/10/2021-13:54:00.608106  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:50306 -> 10.0.2.20:80
12/10/2021-13:53:22.067425  [**] [1:2027265:4] ET INFO Dotted Quad Host PDF Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:50100 -> 10.0.2.20:80
12/10/2021-13:53:22.468763  [**] [1:2027265:4] ET INFO Dotted Quad Host PDF Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:50102 -> 10.0.2.20:80
12/10/2021-13:54:03.819569  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:50324 -> 10.0.2.20:80
12/10/2021-13:54:03.819569  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:50324 -> 10.0.2.20:80
12/10/2021-13:54:03.819569  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50324 -> 10.0.2.20:80
12/10/2021-13:53:23.270701  [**] [1:2027265:4] ET INFO Dotted Quad Host PDF Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:50106 -> 10.0.2.20:80
12/10/2021-13:54:36.335446  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50488 -> 10.0.2.20:80
12/10/2021-13:54:04.622207  [**] [1:2027263:4] ET INFO Dotted Quad Host GZ Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:50328 -> 10.0.2.20:80
12/10/2021-13:54:36.737397  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50490 -> 10.0.2.20:80
12/10/2021-13:54:37.540282  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50494 -> 10.0.2.20:80
12/10/2021-13:54:39.547597  [**] [1:2022657:4] ET MALWARE IrcBot Downloading .old [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:50504 -> 10.0.2.20:80
12/10/2021-13:54:39.547597  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50504 -> 10.0.2.20:80
12/10/2021-13:54:39.547597  [**] [1:2101129:9] GPL WEB_SERVER .htaccess access [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50504 -> 10.0.2.20:80
12/10/2021-13:54:40.752270  [**] [1:2101071:8] GPL WEB_SERVER .htpasswd access [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:50510 -> 10.0.2.20:80
12/10/2021-13:54:40.752270  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50510 -> 10.0.2.20:80
12/10/2021-13:54:09.840965  [**] [1:2027253:4] ET INFO Dotted Quad Host XLS Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:50356 -> 10.0.2.20:80
12/10/2021-13:54:45.165283  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50536 -> 10.0.2.20:80
12/10/2021-13:54:45.968360  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50540 -> 10.0.2.20:80
12/10/2021-13:54:48.375299  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50554 -> 10.0.2.20:80
12/10/2021-13:54:49.178264  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50558 -> 10.0.2.20:80
12/10/2021-13:54:49.178264  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50558 -> 10.0.2.20:80
12/10/2021-13:53:34.913979  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50168 -> 10.0.2.20:80
12/10/2021-13:54:21.485220  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50414 -> 10.0.2.20:80
12/10/2021-13:53:46.152875  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50228 -> 10.0.2.20:80
12/10/2021-13:54:22.287954  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50418 -> 10.0.2.20:80
12/10/2021-13:54:22.688870  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50420 -> 10.0.2.20:80
12/10/2021-13:53:46.955060  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50232 -> 10.0.2.20:80
12/10/2021-13:54:24.696158  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50430 -> 10.0.2.20:80
12/10/2021-13:54:25.097731  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:50432 -> 10.0.2.20:80
12/10/2021-13:53:59.804549  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50302 -> 10.0.2.20:80
12/10/2021-13:54:28.307487  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50448 -> 10.0.2.20:80
12/10/2021-13:54:28.307487  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50448 -> 10.0.2.20:80
12/10/2021-13:54:01.411729  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:50310 -> 10.0.2.20:80
12/10/2021-13:54:01.411729  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50310 -> 10.0.2.20:80
12/10/2021-13:54:01.411729  [**] [1:2101013:12] GPL EXPLOIT fpcount access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:50310 -> 10.0.2.20:80
12/10/2021-13:54:28.708974  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50450 -> 10.0.2.20:80
12/10/2021-13:54:07.432423  [**] [1:2610238:1] TGI HUNT gitrepo HTTP Probe [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:50344 -> 10.0.2.20:80
12/10/2021-13:54:40.350599  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50508 -> 10.0.2.20:80
12/10/2021-13:54:40.350599  [**] [1:2101129:9] GPL WEB_SERVER .htaccess access [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50508 -> 10.0.2.20:80
12/10/2021-13:54:41.153614  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50512 -> 10.0.2.20:80
12/10/2021-13:54:42.757998  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50522 -> 10.0.2.20:80
12/10/2021-13:54:43.560355  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50526 -> 10.0.2.20:80
12/10/2021-13:54:49.580526  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50560 -> 10.0.2.20:80
